epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
42,17028.3,0.99621,0.63159,1.20334,0.8568,0.86059,0.90297,0.57816,0.95198,0.54168,1.09177,0.000739723,0.000739723,0.000739723
43,17422.9,0.98426,0.63018,1.19624,0.87476,0.84564,0.90509,0.58355,0.96793,0.57243,1.11554,0.000708985,0.000708985,0.000708985
44,17822,0.97197,0.61289,1.18662,0.88915,0.85367,0.91086,0.59263,0.95334,0.55738,1.09639,0.000678246,0.000678246,0.000678246
45,18214.6,0.97235,0.61768,1.18707,0.88372,0.85938,0.91155,0.59207,0.94029,0.53849,1.08912,0.000647508,0.000647508,0.000647508
46,18612.3,0.96413,0.60354,1.18707,0.88174,0.85989,0.91137,0.59235,0.95731,0.55468,1.10546,0.000616769,0.000616769,0.000616769
47,19028.5,0.95095,0.59276,1.17298,0.88353,0.85411,0.9074,0.59159,0.9571,0.55165,1.10849,0.000586031,0.000586031,0.000586031
48,19488.9,0.94273,0.59015,1.16768,0.88393,0.8678,0.90748,0.5956,0.95276,0.55258,1.10537,0.000555292,0.000555292,0.000555292
49,19948,0.9378,0.58388,1.16934,0.87625,0.86831,0.91324,0.59467,0.95245,0.55687,1.10497,0.000524554,0.000524554,0.000524554
50,20407.4,0.93684,0.57681,1.16973,0.85135,0.89098,0.91739,0.59445,0.95916,0.55331,1.11659,0.000493815,0.000493815,0.000493815
51,20865.6,0.92921,0.5665,1.16343,0.87628,0.86616,0.91352,0.5953,0.9427,0.51944,1.09947,0.000463077,0.000463077,0.000463077
52,21326.1,0.92685,0.57519,1.16481,0.883,0.85359,0.911,0.59188,0.9356,0.50808,1.0979,0.000432338,0.000432338,0.000432338
53,21784.6,0.91387,0.56603,1.156,0.88462,0.85409,0.91147,0.59549,0.9192,0.49256,1.07308,0.0004016,0.0004016,0.0004016
54,22243.5,0.90257,0.54872,1.14654,0.8825,0.86005,0.91318,0.5981,0.92323,0.50268,1.07625,0.000370862,0.000370862,0.000370862
55,22703.6,0.89643,0.55295,1.14799,0.88966,0.85877,0.91447,0.59998,0.9022,0.46802,1.04953,0.000340123,0.000340123,0.000340123
56,23180.9,0.76922,0.38111,1.06849,0.89618,0.85937,0.9195,0.59895,0.91761,0.48755,1.06949,0.000309385,0.000309385,0.000309385
57,23637.6,0.75297,0.37371,1.05254,0.88876,0.86181,0.917,0.60035,0.92139,0.48909,1.07972,0.000278646,0.000278646,0.000278646
58,24093.3,0.74245,0.36715,1.05346,0.91196,0.84391,0.91635,0.59812,0.92216,0.48819,1.0813,0.000247908,0.000247908,0.000247908
59,24550.3,0.73222,0.36132,1.049,0.90998,0.84623,0.91418,0.59776,0.92235,0.48265,1.08184,0.000217169,0.000217169,0.000217169
60,24947.7,0.72391,0.352,1.04218,0.89878,0.85223,0.91345,0.59769,0.92559,0.49088,1.08951,0.000186431,0.000186431,0.000186431
61,25341.3,0.71589,0.34745,1.0327,0.90346,0.85091,0.91324,0.59693,0.93253,0.49388,1.09978,0.000155692,0.000155692,0.000155692
62,25730.4,0.70918,0.34844,1.03151,0.89502,0.85862,0.91304,0.59763,0.93267,0.49081,1.10027,0.000124954,0.000124954,0.000124954
63,26120.9,0.70624,0.33961,1.03124,0.89327,0.85994,0.91275,0.59845,0.93455,0.49009,1.10171,9.42154e-05,9.42154e-05,9.42154e-05
64,26506.3,0.69839,0.33671,1.02248,0.89197,0.85906,0.91205,0.59793,0.93794,0.49228,1.1054,6.34769e-05,6.34769e-05,6.34769e-05
65,26899.6,0.69502,0.33786,1.02492,0.86587,0.88036,0.912,0.59779,0.93981,0.4922,1.1064,3.27385e-05,3.27385e-05,3.27385e-05
